,feature,rank
1327,L14595_at,5428
1776,M19481_at,5429
5826,HG3148-HT3324_s_at,5430
4478,X69090_at,5431
6352,M68907_s_at,5432
14,AFFX-BioDn-5_st,5433
2137,M63896_at,5434
1743,M15990_at,5435
6158,M11313_s_at,5436
5800,HG2841-HT2969_s_at,5437
3189,U41815_at,5438
68,AB000464_at,5439
5708,HG1327-HT1327_s_at,5440
756,D88213_at,5441
6848,M16714_at,5442
2416,M97675_at,5443
6685,X64877_at,5444
4560,X75917_at,5445
1050,J00287_at,5446
986,HG4243-HT4513_at,5447
1621,L42621_at,5448
329,D28383_at,5449
3816,U81262_at,5450
2160,M64925_at,5451
6402,X60299_s_at,5452
4274,X55330_at,5453
5617,S79862_s_at,5454
1548,L38935_at,5455
3646,U70987_at,5456
4715,X84746_at,5457
1438,L27071_at,5458
6712,X95240_s_at,5459
765,D88797_at,5460
3611,U68111_at,5461
5750,HG2379-HT3997_s_at,5462
949,HG3942-HT4212_at,5463
5823,HG3105-HT3281_s_at,5464
6100,X69962_s_at,5465
5817,HG3044-HT3742_s_at,5466
5179,Z50053_at,5467
6439,S78798_s_at,5468
2517,S79048_at,5469
3535,U63824_at,5470
959,HG3994-HT4264_at,5471
4182,X16396_at,5472
3478,U60269_cds2_at,5473
2781,U13948_at,5474
333,D28483_at,5475
1968,M34079_at,5476
6388,U33202_s_at,5477
3867,U84720_at,5478
6945,Z80781_at,5479
4885,X98258_at,5480
3769,U79271_at,5481
5527,AF001787_s_at,5482
3373,U52521_at,5483
6455,U22322_s_at,5484
6876,M99439_at,5485
5492,X90392_at,5486
4473,X68733_rna1_at,5487
36,AFFX-HUMISGF3A/M97935_MB_at,5488
3982,U94831_at,5489
1711,M14091_at,5490
1500,L35545_at,5491
3133,U38480_at,5492
6080,U18088_s_at,5493
5009,Y10505_at,5494
4953,Y07707_at,5495
4520,X72879_at,5496
6347,M64269_s_at,5497
577,D79993_at,5498
4678,X82224_at,5499
2838,U17163_at,5500
3149,U39447_at,5501
4802,X92396_at,5502
3866,U84573_at,5503
6348,X51823_at,5504
2081,M60331_at,5505
5928,J00219_s_at,5506
5340,M34715_at,5507
7030,D38437_f_at,5508
4325,X59373_at,5509
1236,L07594_at,5510
1010,HG4606-HT5011_at,5511
3498,U61262_at,5512
4332,X59710_at,5513
5919,X77777_s_at,5514
5587,D17570_s_at,5515
6295,U22178_s_at,5516
465,D50370_at,5517
1000,HG4390-HT4660_at,5518
6589,U57971_s_at,5519
4956,Y07828_at,5520
3888,U87223_at,5521
6771,X98482_at,5522
5296,L07615_at,5523
3405,U55853_at,5524
4533,X74104_at,5525
4522,X72925_at,5526
5972,U01691_s_at,5527
2703,U09367_at,5528
3685,U73682_at,5529
5804,HG2850-HT4814_s_at,5530
6142,U37546_s_at,5531
7002,X14767_at,5532
4736,X86564_at,5533
6906,U82279_at,5534
4435,X66365_at,5535
2864,U18467_at,5536
3504,U61849_at,5537
4595,X77744_at,5538
5252,D31889_at,5539
1169,K03021_at,5540
2966,U26726_at,5541
174,D10522_at,5542
6916,X02958_at,5543
4600,X78121_at,5544
6831,J00210_rna1_at,5545
1005,HG4462-HT4731_at,5546
1758,M17219_at,5547
450,D49410_at,5548
2983,U28251_cds2_at,5549
535,D63878_at,5550
2338,M90516_at,5551
7038,HG3707-HT3922_f_at,5552
2999,U29343_at,5553
6385,M91669_s_at,5554
843,HG2417-HT2513_at,5555
1913,M30135_at,5556
2872,U18937_at,5557
4596,X77748_at,5558
4862,X97064_at,5559
520,D63480_at,5560
6085,L22524_s_at,5561
710,D87438_at,5562
4300,X57025_at,5563
2573,U00957_at,5564
6719,Z11899_s_at,5565
3612,U68133_at,5566
248,D14878_at,5567
689,D87024_at,5568
3881,U86136_at,5569
1880,M27878_at,5570
6613,U68135_s_at,5571
901,HG3264-HT3441_at,5572
4934,Y00318_at,5573
1532,L38025_at,5574
6961,L13943_at,5575
2026,M55284_at,5576
1435,L26494_at,5577
6588,U57623_s_at,5578
5043,Y13153_at,5579
6728,M36430_s_at,5580
2459,S67798_at,5581
140,AF006609_at,5582
988,HG4258-HT4528_at,5583
6454,S83513_s_at,5584
4318,X58723_at,5585
1488,L34409_at,5586
3695,U75362_at,5587
4768,X89894_at,5588
4390,X63546_at,5589
6887,U12140_at,5590
6266,M29335_s_at,5591
6716,X99886_s_at,5592
2364,M93119_at,5593
2621,U03877_at,5594
1140,J05125_at,5595
1717,M14159_cds2_at,5596
972,HG4102-HT4372_at,5597
4422,X65724_at,5598
3150,U39487_at,5599
6145,U48436_s_at,5600
5526,D10667_s_at,5601
3994,U96115_at,5602
6364,M77348_rna1_s_at,5603
2228,M76665_at,5604
5571,HG1699-HT1704_s_at,5605
3186,U41763_at,5606
4456,X67337_at,5607
5766,X13451_s_at,5608
4998,Y10202_at,5609
2332,M89796_rna1_at,5610
3132,U38372_at,5611
4082,X05997_at,5612
5689,D88155_s_at,5613
2283,M83822_at,5614
865,HG2706-HT2802_at,5615
4951,Y07683_at,5616
1128,J04970_at,5617
3443,U58091_at,5618
4671,X82018_at,5619
5366,S41458_at,5620
1565,L40371_at,5621
6616,U86755_s_at,5622
414,D42046_at,5623
5476,X71661_at,5624
226,D14533_at,5625
1879,M27826_at,5626
997,HG4332-HT4602_at,5627
3801,U79751_at,5628
2882,U19523_at,5629
4688,X82676_at,5630
4308,X57830_at,5631
2982,U28249_at,5632
5260,D50550_at,5633
1003,HG4458-HT4727_at,5634
5890,U19251_s_at,5635
3299,U49188_at,5636
3841,U82532_at,5637
2662,U07225_at,5638
74,AB000896_at,5639
2638,U05040_at,5640
4857,X96783_rna1_at,5641
115,AD000684_cds1_at,5642
5199,Z71389_at,5643
4971,Y08564_at,5644
6947,Z80787_at,5645
5054,Z11850_at,5646
5418,U47292_at,5647
1266,L10343_at,5648
209,D13641_at,5649
6098,L27559_s_at,5650
3919,U89916_at,5651
5874,HG4094-HT4364_s_at,5652
4561,X75958_at,5653
4805,X92689_at,5654
3578,U66561_at,5655
6261,M29277_at,5656
2501,S77361_at,5657
2961,U26403_at,5658
408,D42038_at,5659
222,D14446_at,5660
1869,M26682_at,5661
3851,U83192_at,5662
6997,X05345_at,5663
2554,S83366_cds3_at,5664
4668,X81889_at,5665
1611,L42324_at,5666
2659,U07151_at,5667
2512,S78296_at,5668
6829,J00146_at,5669
5440,V00536_rna1_at,5670
221,D14134_at,5671
3455,U59111_at,5672
4470,X68487_at,5673
1106,J04156_at,5674
5123,Z33905_at,5675
3481,U60319_at,5676
6171,M34353_s_at,5677
1590,L41066_at,5678
6660,X14885_rna1_s_at,5679
3258,U46752_at,5680
298,D25274_at,5681
5346,M60828_at,5682
5604,D29675_at,5683
5912,HG880-HT880_s_at,5684
6882,U00928_at,5685
6940,Z46261_at,5686
1895,M28983_at,5687
2525,S80335_at,5688
5840,HG3417-HT3600_s_at,5689
164,D00654_at,5690
2406,M96789_at,5691
1556,L39061_at,5692
2363,M93107_at,5693
2969,U27109_at,5694
6392,X56088_s_at,5695
3237,U45880_at,5696
105,AC002086_at,5697
564,D78514_at,5698
5786,HG2743-HT2846_s_at,5699
3540,U64198_at,5700
5020,Y10812_at,5701
6967,M16594_at,5702
3378,U52830_at,5703
6483,U12424_s_at,5704
183,D11151_at,5705
5994,X52979_rna1_s_at,5706
5217,Z83799_at,5707
6350,M81886_s_at,5708
2785,U14391_at,5709
6065,U58837_s_at,5710
6055,U67932_s_at,5711
2383,M94630_at,5712
4537,X74330_at,5713
3163,U40370_at,5714
4213,X51688_at,5715
5159,Z48520_at,5716
4647,X80590_at,5717
4293,X56667_at,5718
6935,Y07566_at,5719
1601,L41690_at,5720
13,AFFX-BioC-3_st,5721
6610,U70064_s_at,5722
3038,U31875_at,5723
4646,X80507_at,5724
4619,X79066_at,5725
894,HG3175-HT3352_at,5726
4576,X76342_at,5727
1186,L02321_at,5728
1623,L43366_at,5729
4440,X66436_at,5730
1471,L32976_at,5731
3395,U54617_at,5732
3523,U63139_at,5733
597,D82061_at,5734
4251,X53742_at,5735
436,D43949_at,5736
4729,X85786_at,5737
6349,X51823_s_at,5738
1468,L32164_at,5739
3657,U72206_at,5740
3140,U38904_at,5741
7046,J00209_f_at,5742
5371,S69369_at,5743
3972,U93553_at,5744
4497,X70218_at,5745
2879,U19345_at,5746
6566,U44799_s_at,5747
2487,S74728_at,5748
2480,S73205_at,5749
1891,M28825_at,5750
4966,Y08263_at,5751
801,HG1602-HT1602_at,5752
5523,S62027_s_at,5753
2579,U01147_at,5754
1978,M34667_at,5755
6334,S81661_s_at,5756
945,HG3897-HT4167_at,5757
5892,M57464_s_at,5758
23,AFFX-LysX-M_at,5759
6862,M55418_at,5760
3397,U54804_at,5761
4219,X51953_at,5762
6407,X63741_s_at,5763
573,D79989_at,5764
5039,Y12711_at,5765
5468,X63717_at,5766
5961,X51441_at,5767
5343,M55683_at,5768
5952,M17446_s_at,5769
4761,X89211_at,5770
6535,U67092_at,5771
4454,X67318_at,5772
4430,X66358_at,5773
1065,J02963_at,5774
315,D26443_at,5775
6718,Y10508_s_at,5776
3549,U65092_at,5777
2534,S81578_at,5778
1997,M37197_at,5779
277,D21163_at,5780
3094,U35407_at,5781
6665,X16260_s_at,5782
2046,M57892_at,5783
6380,U84011_s_at,5784
5131,Z35307_at,5785
7083,V00533_rna1_f_at,5786
2349,M91467_at,5787
6226,M54914_s_at,5788
500,D50931_at,5789
4947,Y07512_at,5790
5033,Y11897_at,5791
3444,U58096_at,5792
2073,M60092_at,5793
1417,L24564_at,5794
3304,U49352_at,5795
2263,M81829_at,5796
7089,X53065_f_at,5797
2737,U10693_at,5798
4633,X79865_at,5799
6323,U16720_rna1_s_at,5800
5350,M69013_at,5801
381,D37965_at,5802
119,AF000234_at,5803
6019,X69920_s_at,5804
672,D86972_at,5805
6456,X04347_s_at,5806
6858,M36072_at,5807
5411,U40571_at,5808
3248,U46116_at,5809
2920,U22377_at,5810
1249,L08424_at,5811
246,D14838_at,5812
1909,M29877_at,5813
3737,U78556_at,5814
6410,X57809_s_at,5815
6493,U16812_s_at,5816
1268,L10374_at,5817
3992,U96113_at,5818
1911,M29960_at,5819
1304,L13258_at,5820
2938,U24266_at,5821
2715,U09584_at,5822
3965,U92458_at,5823
5281,J03027_at,5824
5788,M83216_s_at,5825
6747,HG3115-HT3291_at,5826
6453,S83390_s_at,5827
6904,U66077_at,5828
6013,M69197_xpt2_s_at,5829
7115,M93143_at,5830
2284,M83941_at,5831
3868,U85193_at,5832
942,HG3872-HT4142_at,5833
1746,M16282_at,5834
3355,U51711_at,5835
6982,U01828_at,5836
6723,D83174_s_at,5837
5558,M15465_s_at,5838
4539,X74496_at,5839
5148,Z47553_at,5840
5471,X65488_at,5841
446,D49387_at,5842
3592,U67156_at,5843
2085,M60626_at,5844
6642,U90543_s_at,5845
1793,M20777_at,5846
3784,U79293_at,5847
5210,Z80776_at,5848
4381,X63187_at,5849
3674,U73167_cds7_at,5850
2337,M90366_at,5851
149,AF009674_at,5852
2279,M83651_at,5853
1037,HG896-HT896_at,5854
2177,M68840_at,5855
5278,J00220_cds4_at,5856
2979,U28043_at,5857
161,D00591_at,5858
3884,U86409_at,5859
889,HG3123-HT3299_at,5860
5721,HG1751-HT1768_s_at,5861
6117,X94628_rna1_s_at,5862
5756,X52611_s_at,5863
5,AFFX-BioDn-5_at,5864
2706,U09411_at,5865
1970,M34181_at,5866
264,D16626_at,5867
1243,L07949_at,5868
3449,U58658_at,5869
1983,M35252_at,5870
3805,U80034_at,5871
3433,U57796_at,5872
5452,X15675_at,5873
1636,L49054_at,5874
2288,M84605_at,5875
1217,L06139_at,5876
4590,X77383_at,5877
3643,U70862_at,5878
7109,HG2510-HT2606_at,5879
6209,Y00083_s_at,5880
1608,L42025_rna1_at,5881
3287,U48707_at,5882
6341,M62628_s_at,5883
5249,D26070_at,5884
5035,Y12394_at,5885
2664,U07349_at,5886
5438,U96131_at,5887
613,D83657_at,5888
3954,U91521_at,5889
4312,X58234_at,5890
2547,S82592_at,5891
1509,L36529_at,5892
6673,X53390_s_at,5893
2518,S79267_at,5894
4907,X99268_at,5895
3617,U68488_at,5896
4788,X91220_at,5897
4092,X06661_at,5898
6420,X86401_s_at,5899
4937,Y00503_at,5900
5493,X92368_at,5901
4357,X61070_at,5902
3750,U79247_at,5903
5998,J04810_s_at,5904
2053,M58597_at,5905
1360,L19063_at,5906
2449,S61953_at,5907
3374,U52522_at,5908
789,HG1098-HT1098_at,5909
7028,X97261_r_at,5910
5138,Z37976_at,5911
6599,Y08417_s_at,5912
2242,M80333_at,5913
2107,M62424_at,5914
6315,M86933_at,5915
6896,U28015_at,5916
6910,U92027_at,5917
5851,HG3638-HT3849_s_at,5918
6502,U20536_s_at,5919
1511,L36642_at,5920
4256,X54131_at,5921
5891,HG4668-HT5083_s_at,5922
1136,J05068_at,5923
6790,HG3635-HT3845_f_at,5924
3916,U89606_at,5925
1858,M25629_at,5926
1012,HG4660-HT5073_at,5927
2010,M54927_at,5928
6468,U51010_s_at,5929
1767,M18079_at,5930
5733,HG1877-HT1917_s_at,5931
3626,U69263_at,5932
5409,U38276_at,5933
3712,U77594_at,5934
3547,U65002_at,5935
6251,S66541_s_at,5936
3408,U56102_at,5937
5639,U23736_s_at,5938
6874,M99436_at,5939
5902,L07261_s_at,5940
2875,U19107_rna1_at,5941
530,D63851_at,5942
1632,L48516_at,5943
4689,X82693_at,5944
366,D31815_at,5945
888,HG3117-HT3293_at,5946
4965,Y08223_at,5947
3366,U52153_at,5948
5950,U05255_at,5949
5290,L00205_at,5950
5041,Y12856_at,5951
2374,M94065_at,5952
3599,U67674_at,5953
4765,X89426_at,5954
6662,X14690_s_at,5955
4359,X61079_at,5956
6951,D17547_at,5957
3267,U47334_at,5958
3776,U79282_at,5959
6243,M24736_s_at,5960
851,HG2530-HT2626_at,5961
5753,HG2414-HT2510_s_at,5962
777,D90084_at,5963
1714,M14123_xpt3_at,5964
5369,S66896_at,5965
909,HG3345-HT3522_at,5966
3472,U60060_at,5967
6751,HG3731-HT4001_r_at,5968
2175,M68516_rna1_at,5969
5189,Z69720_at,5970
5052,Z11737_at,5971
5828,M31520_rna1_at,5972
3271,U47635_at,5973
783,D90282_at,5974
640,D85181_at,5975
3619,U68536_at,5976
4265,X54816_at,5977
2229,M76766_at,5978
3603,U67934_at,5979
2639,U05227_at,5980
134,AF005361_at,5981
1679,M11437_cds2_at,5982
7071,M57423_f_at,5983
4080,X05615_at,5984
2562,U00115_at,5985
2649,U06233_at,5986
4703,X83618_at,5987
99,AC000066_at,5988
4400,X63759_at,5989
6650,X58822_rna1_s_at,5990
4457,X67594_at,5991
1034,HG831-HT831_at,5992
2205,M74161_at,5993
1213,L05597_at,5994
5643,D49354_s_at,5995
979,HG4165-HT4435_at,5996
6582,U52828_s_at,5997
4085,X06290_at,5998
6154,M10051_s_at,5999
4990,Y09615_at,6000
2486,S74683_at,6001
5255,D38122_at,6002
4859,X96924_rna1_at,6003
3651,U71300_at,6004
5166,Z48923_at,6005
1586,L40636_at,6006
1865,M26167_rna1_at,6007
5963,L25878_s_at,6008
2550,S83308_at,6009
4014,X00129_at,6010
6232,M26730_s_at,6011
985,HG4234-HT4504_at,6012
7047,J00212_f_at,6013
4894,X98507_at,6014
4826,X94629_at,6015
3821,U81599_at,6016
964,HG4036-HT4306_at,6017
4321,X59065_at,6018
4379,X62822_at,6019
3054,U32907_at,6020
5767,HG2564-HT2660_s_at,6021
3501,U61538_at,6022
4181,X16354_at,6023
4006,V00503_at,6024
300,D25303_at,6025
6793,HG4417-HT4687_f_at,6026
4961,Y07867_at,6027
6193,M16707_rna1_at,6028
3813,U80811_at,6029
2903,U20758_rna1_at,6030
1362,L19161_at,6031
982,HG4185-HT4455_at,6032
906,HG331-HT331_at,6033
5942,M27436_s_at,6034
5609,L00190_s_at,6035
3446,U58331_at,6036
189,D12763_at,6037
3191,U41898_at,6038
5305,L13744_at,6039
3033,U31449_at,6040
6556,U40846_s_at,6041
3502,U61741_at,6042
3995,U96191_at,6043
444,D45906_at,6044
3830,U82256_at,6045
203,D13634_at,6046
1568,L40380_at,6047
4781,X90908_at,6048
2535,S81893_at,6049
1558,L39211_at,6050
5083,Z22780_at,6051
5987,J04152_rna1_s_at,6052
4066,X04707_at,6053
6915,X02956_at,6054
2036,M57293_at,6055
2632,U04735_at,6056
5078,Z22535_at,6057
6690,X69116_s_at,6058
5345,M60503_at,6059
2774,U13616_at,6060
5453,X16281_at,6061
4710,X84195_at,6062
1733,M15353_at,6063
5111,Z29331_at,6064
6636,U83326_s_at,6065
2735,U10685_at,6066
4949,Y07596_at,6067
6659,X13100_s_at,6068
543,D64154_at,6069
4733,X86098_at,6070
1409,L22650_at,6071
1096,J04040_at,6072
6092,U45255_s_at,6073
3587,U66661_at,6074
231,D14661_at,6075
2613,U03398_at,6076
62,AB000220_at,6077
5266,D86958_at,6078
4079,X05608_at,6079
2038,M57471_at,6080
2583,U01317_cds1_at,6081
4731,X86018_at,6082
2538,S81944_at,6083
2213,M74558_at,6084
4532,X74039_at,6085
890,HG3132-HT3308_at,6086
5729,HG1783-HT1803_s_at,6087
1466,L32140_at,6088
6151,U64805_s_at,6089
3510,U62325_at,6090
4875,X97671_at,6091
1857,M25393_at,6092
2464,S69232_at,6093
1043,HG960-HT960_at,6094
5220,Z83803_at,6095
2089,M60749_at,6096
1436,L26953_at,6097
1002,HG4433-HT4703_at,6098
1250,L08485_at,6099
3164,U40371_at,6100
5177,Z49995_at,6101
7128,Z78285_f_at,6102
855,HG25930-HT26386_at,6103
3155,U39840_at,6104
1687,M11973_cds1_at,6105
6958,L05144_at,6106
6653,X04706_s_at,6107
5245,D16481_at,6108
5232,Z96810_at,6109
2201,M74091_at,6110
1734,M15517_cds5_at,6111
3418,U57057_at,6112
29,AFFX-ThrX-M_at,6113
4892,X98330_at,6114
5482,X77753_at,6115
6497,U18297_s_at,6116
6062,X69886_s_at,6117
5705,HG1227-HT1227_s_at,6118
4154,X14968_at,6119
2135,M63623_at,6120
2912,U21128_at,6121
1283,L11353_at,6122
4324,X59372_at,6123
3962,U92014_at,6124
3448,U58522_at,6125
4836,X95239_at,6126
2763,U12778_at,6127
1617,L42452_at,6128
1467,L32163_at,6129
5390,U18550_at,6130
5769,X52009_s_at,6131
5364,M97252_at,6132
6491,U16120_s_at,6133
6555,U40763_s_at,6134
5264,D83646_at,6135
6434,U05012_s_at,6136
5583,X83929_s_at,6137
4659,X81333_at,6138
2949,U25433_at,6139
4684,X82539_at,6140
1157,K01884_at,6141
6567,U45448_s_at,6142
4985,Y09305_at,6143
1312,L13698_at,6144
2151,M64554_rna1_at,6145
2877,U19180_at,6146
1498,L35269_at,6147
800,HG142-HT142_at,6148
2766,U12978_at,6149
4955,Y07759_at,6150
4973,Y08613_at,6151
4735,X86400_at,6152
1296,L12468_at,6153
2003,M37763_at,6154
3874,U85658_at,6155
7067,M28585_f_at,6156
5042,Y13115_at,6157
4530,X73882_at,6158
4421,X65663_at,6159
1391,L20859_at,6160
2750,U11870_rna1_at,6161
3748,U79245_at,6162
3863,U84540_at,6163
4807,X92720_at,6164
4674,X82125_at,6165
6521,U28488_s_at,6166
2502,S77393_at,6167
5389,U18422_at,6168
6477,Z29066_s_at,6169
4635,X79888_at,6170
6481,U11862_s_at,6171
6441,S79219_s_at,6172
5653,D50855_s_at,6173
7059,L18920_f_at,6174
5356,M84424_at,6175
3026,U31176_at,6176
1415,L24470_at,6177
4910,X99350_rna1_at,6178
3722,U77949_at,6179
2150,M64497_at,6180
3135,U38810_at,6181
2444,S57887_at,6182
2063,M59829_at,6183
2439,S48983_at,6184
1559,L39833_at,6185
5495,X95677_at,6186
4151,X14830_at,6187
3939,U90905_at,6188
3457,U59286_at,6189
2634,U04811_at,6190
862,HG2686-HT2782_at,6191
1074,J03258_at,6192
2876,U19142_at,6193
5304,L12052_at,6194
3844,U82668_rna1_at,6195
6686,X64877_s_at,6196
2309,M86808_at,6197
6847,M14306_at,6198
6237,M23892_s_at,6199
5773,X55019_s_at,6200
4331,X59656_at,6201
4664,X81636_at,6202
3859,U83601_at,6203
5610,L27624_s_at,6204
5287,K01900_at,6205
748,D87845_at,6206
4838,X95384_at,6207
5790,HG2797-HT2905_at,6208
124,AF000573_rna1_at,6209
447,D49394_at,6210
3589,U66702_at,6211
3770,U79272_at,6212
863,HG2689-HT2785_at,6213
3782,U79290_at,6214
2463,S69189_at,6215
5545,X62429_s_at,6216
2495,S76475_at,6217
7074,M90356_f_at,6218
5352,M73548_at,6219
5040,Y12812_at,6220
5318,L46353_at,6221
1671,M11058_at,6222
268,D17391_at,6223
940,HG3790-HT4060_at,6224
3969,U93091_at,6225
3117,U37283_at,6226
3528,U63332_at,6227
1876,M27492_at,6228
5842,HG3431-HT3616_s_at,6229
6865,M60751_at,6230
4450,X67081_at,6231
304,D25547_at,6232
3284,U48408_at,6233
6132,L43579_at,6234
2095,M61156_at,6235
5012,Y10511_at,6236
2817,U15590_at,6237
7024,U22028_r_at,6238
6115,U17743_s_at,6239
1345,L16842_at,6240
6564,U43747_s_at,6241
6554,X93511_s_at,6242
355,D30756_at,6243
2514,S78569_at,6244
84,AB002380_at,6245
6136,X92518_s_at,6246
5355,M83664_at,6247
4337,X59798_at,6248
4940,Y00757_at,6249
1936,M31661_at,6250
3059,U33054_at,6251
4444,X66610_at,6252
1595,L41349_at,6253
1712,M14113_at,6254
6593,U60808_s_at,6255
5690,D89377_at,6256
2142,M63967_at,6257
419,D42063_at,6258
3615,U68385_at,6259
2532,S81419_at,6260
4395,X63657_at,6261
2172,M65290_at,6262
2379,M94345_at,6263
4517,X72755_at,6264
987,HG4245-HT4515_at,6265
1889,M28249_at,6266
4569,X76092_at,6267
4280,X55733_at,6268
6836,L05187_at,6269
1701,M13699_at,6270
583,D79999_at,6271
4921,X99728_at,6272
6654,Z11518_s_at,6273
5193,Z70219_at,6274
6736,U33880_at,6275
6807,X97230_f_at,6276
1515,L36844_at,6277
1917,M30773_at,6278
3880,U86070_at,6279
845,HG2460-HT2556_at,6280
4798,X91992_at,6281
4717,X85106_at,6282
3747,U79242_at,6283
17,AFFX-CreX-3_st,6284
1293,L12168_at,6285
2645,U05589_at,6286
5271,HG2743-HT2845_at,6287
2880,U19487_at,6288
2027,M55420_at,6289
3975,U94320_at,6290
6124,L40384_s_at,6291
3906,U89326_at,6292
492,D50922_at,6293
2101,M61916_at,6294
7107,AC002076_cds2_at,6295
3273,U47926_at,6296
676,D86977_at,6297
3208,U43318_at,6298
6891,U24683_at,6299
4110,X07876_at,6300
4693,X83127_at,6301
5502,Z23091_rna1_at,6302
1716,M14158_cds4_at,6303
618,D83767_at,6304
3142,U39196_at,6305
2869,U18914_at,6306
244,D14823_at,6307
1311,L13689_at,6308
4415,X65233_at,6309
3030,U31382_at,6310
2522,S79781_at,6311
2395,M95724_at,6312
1370,L19593_at,6313
3334,U50929_at,6314
5298,L07919_at,6315
4507,X71135_at,6316
5333,M20566_at,6317
3112,U37143_at,6318
1894,M28879_at,6319
445,D49357_at,6320
5557,S50017_s_at,6321
313,D26361_at,6322
2919,U22233_at,6323
4770,X89984_at,6324
1277,L10844_at,6325
477,D50692_at,6326
842,HG2416-HT2512_at,6327
4407,X64559_at,6328
4226,X52008_at,6329
2991,U28727_at,6330
4883,X98206_at,6331
2490,S75295_at,6332
147,AF009368_at,6333
3837,U82319_at,6334
1553,L39009_at,6335
7009,X81637_at,6336
768,D89050_at,6337
1973,M34309_at,6338
6981,U01337_at,6339
998,HG4333-HT4603_at,6340
3100,U36500_at,6341
1437,L27050_at,6342
2837,U17077_at,6343
4669,X81892_at,6344
1761,M17466_at,6345
6488,U13696_s_at,6346
6744,HG2365-HT2461_at,6347
1445,L27841_at,6348
2642,U05291_at,6349
6839,L14430_at,6350
3229,U44429_at,6351
6061,X68285_s_at,6352
4159,X15217_at,6353
2904,U20860_at,6354
6542,U40317_s_at,6355
6075,U11875_s_at,6356
4144,X14362_at,6357
2604,U03056_at,6358
1100,J04080_at,6359
5044,Y13247_at,6360
1543,L38820_at,6361
6959,L08904_at,6362
6975,M36634_at,6363
7007,X78711_at,6364
5400,U28055_at,6365
5015,Y10517_at,6366
6645,Y07827_s_at,6367
3585,U66618_at,6368
966,HG4052-HT4322_at,6369
5321,L76569_at,6370
5381,U11287_at,6371
2315,M86934_at,6372
20,AFFX-DapX-M_at,6373
5688,Y08682_rna1_s_at,6374
3082,U34844_at,6375
215,D13789_at,6376
5142,Z46629_at,6377
4787,X91148_at,6378
2856,U18237_at,6379
5992,M27968_s_at,6380
7082,V00532_rna1_f_at,6381
3795,U79304_at,6382
3947,U90914_at,6383
2399,M95925_at,6384
6698,X79200_s_at,6385
1484,L34081_at,6386
3087,U34976_at,6387
4817,X93510_at,6388
5564,D13666_s_at,6389
2577,U01102_at,6390
1539,L38616_at,6391
1782,M19720_rna2_at,6392
1877,M27543_at,6393
1670,M10950_cds2_at,6394
6005,X53002_s_at,6395
4650,X80754_at,6396
2851,U18004_at,6397
187,D12676_at,6398
776,D90064_at,6399
4670,X81895_at,6400
2540,S82024_at,6401
3509,U62317_rna7_at,6402
6478,U11717_s_at,6403
6520,U27326_s_at,6404
3522,U63090_at,6405
5696,HG1728-HT1734_at,6406
2820,U15932_at,6407
6245,M24766_s_at,6408
2008,M38591_at,6409
4174,X15940_at,6410
1789,M20471_at,6411
2610,U03270_at,6412
673,D86973_at,6413
2963,U26648_at,6414
4642,X80200_at,6415
1641,L76200_at,6416
1221,L06499_at,6417
6492,X91911_s_at,6418
5133,Z35491_at,6419
2445,S58544_at,6420
836,HG2309-HT2405_at,6421
5288,K02766_at,6422
4354,X60708_at,6423
4868,X97301_at,6424
4835,X95237_at,6425
7123,X16699_at,6426
6601,U67368_s_at,6427
2165,M64992_at,6428
4275,X55448_cds2_at,6429
3021,U30998_at,6430
96,AC000062_at,6431
1675,M11321_at,6432
4734,X86163_at,6433
1930,M31525_at,6434
3490,U60805_at,6435
6516,U60206_s_at,6436
319,D26561_cds3_at,6437
2025,M55268_at,6438
7050,K03183_f_at,6439
735,D87466_at,6440
806,HG172-HT3924_at,6441
6405,S76978_s_at,6442
4776,X90828_at,6443
4874,X97630_at,6444
6941,Z47556_rna2_at,6445
2899,U20582_at,6446
7121,U73738_at,6447
2269,M82919_at,6448
2898,U20530_at,6449
6912,X00948_at,6450
3144,U39231_at,6451
5839,HG3412-HT3593_s_at,6452
3875,U85707_at,6453
742,D87683_at,6454
1264,L10123_at,6455
6832,J00220_cds5_at,6456
5326,M14123_xpt1_at,6457
4247,X53414_at,6458
5957,U07804_s_at,6459
6813,D90042_at,6460
2472,S71129_at,6461
5402,U33632_at,6462
907,HG3313-HT3490_at,6463
3044,U32331_at,6464
5099,Z26634_at,6465
2619,U03688_at,6466
4516,X72308_at,6467
5016,Y10518_at,6468
5443,X03350_at,6469
1180,L00972_at,6470
3359,U52100_at,6471
223,D14497_at,6472
6872,M93311_at,6473
760,D88460_at,6474
6885,U03858_at,6475
5223,Z83806_at,6476
2601,U02632_at,6477
6758,HG4557-HT4962_r_at,6478
761,D88532_at,6479
5439,U96136_at,6480
5594,X77922_s_at,6481
3793,U79302_at,6482
559,D78333_at,6483
6403,X59303_s_at,6484
2370,M93425_at,6485
1208,L05425_at,6486
4680,X82324_at,6487
6018,M21642_s_at,6488
5046,Y13896_at,6489
1842,M24351_cds2_at,6490
7068,M33317_f_at,6491
3594,U67191_at,6492
6415,S57153_s_at,6493
1787,M20137_at,6494
7126,L49218_f_at,6495
3609,U68031_at,6496
335,D28588_at,6497
2141,M63962_rna1_at,6498
5017,Y10571_at,6499
6324,M57703_s_at,6500
3051,U32659_at,6501
5854,J04093_s_at,6502
